"","selected_First_branch","selected_Second_branch","selected_br","cat"
"1",9,0,9,1
"2",14,0,14,1
"3",13,0,13,1
"4",5,0,5,1
"5",7,0,7,1
"6",14,0,14,1
"7",9,0,9,1
"8",14,0,14,1
"9",9,0,9,1
"10",9,0,9,1
"11",9,0,9,1
"12",9,0,9,1
"13",13,0,13,1
"14",3,0,3,1
"15",9,0,9,1
"16",6,0,6,1
"17",14,0,14,1
"18",16,0,16,1
"19",9,0,9,1
"20",9,0,9,1
"21",9,0,9,1
"22",7,0,7,1
"23",9,0,9,1
"24",13,0,13,1
"25",7,0,7,1
"26",14,0,14,1
"27",9,0,9,1
"28",7,0,7,1
"29",14,0,14,1
"30",6,0,6,1
"31",9,0,9,1
"32",9,0,9,1
"33",6,0,6,1
"34",13,0,13,1
"35",8,0,10,0
"36",7,0,7,1
"37",6,0,6,1
"38",6,0,6,1
"39",13,0,13,1
"40",9,0,9,1
"41",10,0,10,1
"42",9,0,9,1
"43",14,0,14,1
"44",13,0,13,1
"45",9,0,9,1
"46",13,0,13,1
"47",9,0,9,1
"48",6,0,6,1
"49",6,0,6,1
"50",9,0,9,1
"51",6,0,9,0
"52",6,0,6,1
"53",6,0,6,1
"54",9,0,9,1
"55",9,0,9,1
"56",6,0,6,1
"57",13,0,13,1
"58",9,0,9,1
"59",9,0,9,1
"60",6,0,6,1
"61",10,0,10,1
"62",9,0,9,1
"63",11,0,11,1
"64",9,0,9,1
"65",14,0,14,1
"66",6,0,6,1
"67",9,0,9,1
"68",13,0,13,1
"69",4,0,4,1
"70",19,0,19,1
"71",11,0,11,1
"72",14,0,14,1
"73",13,0,13,1
"74",9,0,9,1
"75",9,0,9,1
"76",13,0,13,1
"77",9,0,9,1
"78",6,0,6,1
"79",9,0,9,1
"80",6,0,6,1
"81",13,0,13,1
"82",2,0,2,1
"83",2,0,2,1
"84",16,0,16,1
"85",2,0,2,1
"86",2,0,2,1
"87",3,0,3,1
"88",16,0,16,1
"89",16,0,16,1
"90",3,0,3,1
"91",14,0,14,1
"92",14,0,14,1
"93",3,0,3,1
"94",16,0,16,1
"95",16,0,16,1
"96",14,0,14,1
"97",2,0,2,1
"98",13,0,13,1
"99",3,0,3,1
"100",3,0,3,1
"101",15,0,11,0
"102",14,0,14,1
"103",14,0,14,1
"104",16,0,16,1
"105",3,0,3,1
"106",14,0,14,1
"107",8,0,8,1
"108",13,0,13,1
"109",11,0,11,1
"110",16,0,16,1
"111",2,0,2,1
"112",10,0,10,1
"113",10,0,10,1
"114",11,0,11,1
"115",10,0,10,1
"116",13,0,13,1
"117",11,0,11,1
"118",2,0,2,1
"119",3,0,3,1
"120",13,0,13,1
"121",2,0,2,1
"122",11,0,11,1
"123",2,0,2,1
"124",11,0,11,1
"125",2,0,2,1
"126",8,0,8,1
"127",17,0,17,1
"128",8,0,8,1
"129",3,0,3,1
"130",13,0,13,1
"131",11,0,11,1
"132",2,0,2,1
"133",10,0,10,1
"134",13,0,13,1
"135",14,0,14,1
"136",4,0,4,1
"137",8,0,8,1
"138",16,0,16,1
"139",2,0,2,1
"140",16,0,16,1
"141",13,0,13,1
"142",10,0,10,1
"143",14,0,14,1
"144",3,0,3,1
"145",16,0,16,1
"146",2,0,2,1
"147",14,0,16,0
"148",2,0,2,1
"149",11,0,11,1
"150",2,0,2,1
"151",10,0,10,1
"152",16,0,16,1
"153",13,0,13,1
"154",2,0,2,1
"155",2,0,2,1
"156",7,0,3,0
"157",2,0,2,1
"158",2,0,2,1
"159",9,0,8,0
"160",16,0,16,1
"161",2,0,2,1
"162",2,0,2,1
"163",18,0,18,1
"164",15,0,15,1
"165",14,0,14,1
"166",7,0,15,0
"167",12,0,12,1
"168",19,0,19,1
"169",19,0,19,1
"170",15,0,18,0
"171",7,0,15,0
"172",15,0,15,1
"173",15,0,15,1
"174",16,0,16,1
"175",2,0,2,1
"176",7,0,7,1
"177",13,0,13,1
"178",19,0,19,1
"179",14,0,15,0
"180",14,0,14,1
"181",18,0,18,1
"182",2,0,2,1
"183",17,0,17,1
"184",15,0,15,1
"185",13,0,14,0
"186",19,0,19,1
"187",19,0,15,0
"188",3,0,3,1
"189",17,0,17,1
"190",15,0,15,1
"191",18,0,18,1
"192",19,0,19,1
"193",15,0,15,1
"194",7,0,15,0
"195",2,0,2,1
"196",12,0,12,1
"197",18,0,18,1
"198",2,0,2,1
"199",15,0,15,1
"200",2,0,2,1
"201",12,0,12,1
"202",17,0,17,1
"203",15,0,15,1
"204",12,0,12,1
"205",15,0,18,0
"206",2,0,2,1
"207",3,0,3,1
"208",18,0,18,1
"209",15,0,15,1
"210",15,0,15,1
"211",9,0,9,1
"212",15,0,15,1
"213",19,0,19,1
"214",16,0,16,1
"215",2,0,2,1
"216",7,0,7,1
"217",14,0,14,1
"218",14,0,14,1
"219",18,0,18,1
"220",15,0,15,1
"221",18,0,15,0
"222",14,0,15,0
"223",18,0,18,1
"224",15,0,15,1
"225",2,0,2,1
"226",2,0,2,1
"227",7,0,7,1
"228",2,0,2,1
"229",2,0,2,1
"230",18,0,18,1
"231",18,0,15,0
"232",16,0,16,1
"233",12,0,15,0
"234",18,0,18,1
"235",2,0,2,1
"236",2,0,2,1
"237",2,0,2,1
"238",18,0,18,1
"239",15,0,15,1
"240",19,0,19,1
"241",17,0,17,1
"242",6,0,6,1
"243",15,0,5,0
"244",10,0,5,0
"245",6,0,6,1
"246",5,0,5,1
"247",9,0,9,1
"248",8,0,5,0
"249",15,0,5,0
"250",5,0,5,1
"251",5,0,5,1
"252",6,0,6,1
"253",5,0,5,1
"254",2,0,2,1
"255",5,0,5,1
"256",5,0,8,0
"257",2,0,2,1
"258",15,0,15,1
"259",10,0,5,0
"260",5,0,5,1
"261",17,0,17,1
